combat_nbr,winner,rounds,damage_dealt_Aarakocra Ranger,damage_dealt_Aragorn,damage_dealt_Wyvern,damage_dealt_Orc,turns_survived_Aragorn,turns_survived_Aarakocra Ranger,turns_survived_Orc,turns_survived_Wyvern,actions_used_Aragorn_Disengage,actions_used_Aragorn_Attack,actions_used_Aragorn_Dodge,actions_used_Aragorn_Dash,actions_used_Aarakocra Ranger_Attack,actions_used_Aarakocra Ranger_Dodge,actions_used_Aarakocra Ranger_Dash,actions_used_Aarakocra Ranger_Disengage,actions_used_Orc_Attack,actions_used_Orc_Dash,actions_used_Wyvern_Attack,actions_used_Wyvern_Dash,actions_used_Wyvern_Disengage,actions_used_Wyvern_Dodge,initiative_order_Aragorn,initiative_order_Aarakocra Ranger,initiative_order_Orc,initiative_order_Wyvern,actions_used_Orc_Dodge,actions_used_Orc_Disengage,reactions_used_Wyvern_Opportunity Attack,reactions_used_Orc_Opportunity Attack,attack_count_Aragorn,attack_count_Aarakocra Ranger,attack_count_Orc,attack_count_Wyvern,crit_count_Aragorn,crit_count_Aarakocra Ranger,crit_count_Orc,crit_count_Wyvern,total_crits,turns_no_damage,hp_end_Aragorn,hp_end_Aarakocra Ranger,hp_end_Orc,hp_end_Wyvern,damage_this_round,survival_sequence_Aragorn,survival_sequence_Aarakocra Ranger,survival_sequence_Orc,survival_sequence_Wyvern
2.0,enemies,35,55.0,16.0,96.0,,10.0,35.0,5.0,35.0,1.0,8.0,,1.0,29.0,2.0,1.0,3.0,4.0,,24.0,4.0,5.0,2.0,0.0,1.0,2.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,
3.0,enemies,7,8.0,2.0,61.0,40.0,3.0,7.0,7.0,7.0,1.0,2.0,,,5.0,1.0,1.0,,6.0,,7.0,,,,0.0,1.0,2.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,
4.0,enemies,16,26.0,15.0,82.0,15.0,8.0,16.0,8.0,16.0,,7.0,,1.0,11.0,1.0,2.0,2.0,5.0,,15.0,1.0,,,0.0,1.0,2.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
5.0,enemies,23,45.0,20.0,97.0,12.0,12.0,23.0,8.0,23.0,1.0,9.0,2.0,,17.0,1.0,2.0,3.0,6.0,2.0,17.0,1.0,2.0,3.0,0.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
6.0,enemies,8,,9.0,22.0,69.0,5.0,8.0,8.0,8.0,1.0,4.0,,,3.0,2.0,2.0,1.0,6.0,,5.0,1.0,,2.0,0.0,1.0,2.0,3.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,
7.0,enemies,9,10.0,13.0,34.0,73.0,6.0,9.0,9.0,9.0,,4.0,2.0,,6.0,,2.0,1.0,8.0,1.0,7.0,1.0,1.0,,0.0,1.0,2.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,
8.0,enemies,29,49.0,42.0,78.0,18.0,12.0,29.0,6.0,29.0,2.0,8.0,1.0,1.0,24.0,2.0,1.0,2.0,5.0,,23.0,4.0,1.0,1.0,0.0,1.0,2.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,
9.0,enemies,11,9.0,3.0,33.0,68.0,6.0,11.0,11.0,11.0,1.0,5.0,,,8.0,,1.0,2.0,9.0,1.0,7.0,,4.0,,0.0,1.0,2.0,3.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
10.0,enemies,37,40.0,30.0,85.0,7.0,15.0,37.0,9.0,37.0,3.0,11.0,,1.0,27.0,5.0,3.0,2.0,5.0,1.0,25.0,2.0,6.0,4.0,0.0,1.0,2.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,
1.0,enemies,15,13.0,39.0,33.0,94.0,12.0,15.0,15.0,15.0,,11.0,1.0,,11.0,2.0,,2.0,13.0,,10.0,2.0,1.0,2.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
2.0,enemies,30,46.0,30.0,77.0,22.0,17.0,30.0,18.0,30.0,,16.0,,1.0,24.0,1.0,4.0,1.0,13.0,2.0,20.0,4.0,4.0,2.0,0.0,1.0,2.0,3.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,
3.0,enemies,12,14.0,7.0,54.0,44.0,3.0,12.0,12.0,12.0,,3.0,,,8.0,3.0,,1.0,7.0,2.0,11.0,,1.0,,0.0,1.0,2.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
4.0,enemies,16,11.0,33.0,36.0,71.0,11.0,16.0,16.0,16.0,1.0,9.0,,1.0,10.0,1.0,4.0,1.0,10.0,2.0,11.0,2.0,2.0,1.0,0.0,1.0,2.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
5.0,enemies,17,35.0,3.0,64.0,40.0,6.0,17.0,15.0,17.0,1.0,2.0,2.0,1.0,13.0,2.0,2.0,,15.0,,11.0,2.0,4.0,,0.0,1.0,2.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,
6.0,enemies,11,33.0,14.0,39.0,59.0,5.0,11.0,11.0,11.0,1.0,4.0,,,9.0,1.0,1.0,,7.0,2.0,9.0,1.0,,1.0,0.0,1.0,2.0,3.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
7.0,enemies,13,30.0,8.0,59.0,40.0,9.0,13.0,13.0,13.0,1.0,7.0,,1.0,9.0,,3.0,1.0,11.0,2.0,13.0,,,,0.0,1.0,2.0,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
8.0,enemies,9,14.0,8.0,51.0,50.0,4.0,9.0,9.0,9.0,,3.0,1.0,,8.0,,1.0,,6.0,,8.0,,1.0,,0.0,1.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
9.0,enemies,23,38.0,17.0,57.0,44.0,13.0,23.0,13.0,23.0,,12.0,,1.0,18.0,1.0,,4.0,8.0,1.0,18.0,,3.0,2.0,0.0,1.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
10.0,enemies,8,9.0,11.0,33.0,68.0,6.0,8.0,8.0,8.0,1.0,3.0,1.0,1.0,7.0,,,1.0,8.0,,5.0,,1.0,2.0,0.0,1.0,2.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,
1.0,enemies,10,8.0,22.0,31.0,64.0,7.0,10.0,10.0,10.0,1.0,6.0,,,8.0,,1.0,1.0,8.0,,4.0,,3.0,3.0,0.0,1.0,2.0,3.0,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
2.0,enemies,12,15.0,45.0,60.0,53.0,9.0,12.0,12.0,12.0,,9.0,,,9.0,,1.0,2.0,7.0,2.0,10.0,1.0,1.0,,0.0,1.0,2.0,3.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,
3.0,enemies,11,20.0,1.0,42.0,61.0,5.0,11.0,11.0,11.0,,4.0,,1.0,10.0,,1.0,,10.0,,8.0,2.0,1.0,,0.0,1.0,2.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,
4.0,enemies,17,25.0,13.0,20.0,90.0,9.0,17.0,17.0,17.0,3.0,6.0,,,12.0,3.0,2.0,,13.0,,7.0,4.0,5.0,1.0,0.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
5.0,enemies,17,11.0,33.0,35.0,81.0,14.0,17.0,17.0,17.0,,13.0,,1.0,11.0,2.0,2.0,2.0,9.0,,11.0,1.0,1.0,4.0,0.0,1.0,2.0,3.0,5.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
6.0,enemies,10,10.0,15.0,43.0,70.0,4.0,10.0,10.0,10.0,,4.0,,,5.0,2.0,3.0,,7.0,2.0,8.0,1.0,1.0,,0.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
7.0,enemies,15,11.0,27.0,61.0,47.0,11.0,15.0,15.0,15.0,1.0,9.0,,1.0,11.0,2.0,,2.0,12.0,1.0,13.0,1.0,1.0,,0.0,1.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
8.0,enemies,22,21.0,52.0,83.0,15.0,16.0,22.0,13.0,22.0,2.0,11.0,2.0,1.0,15.0,1.0,4.0,2.0,8.0,2.0,17.0,3.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
9.0,enemies,15,27.0,17.0,71.0,35.0,11.0,15.0,15.0,15.0,1.0,6.0,1.0,3.0,11.0,,4.0,,10.0,,12.0,2.0,,1.0,0.0,1.0,2.0,3.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
10.0,enemies,12,2.0,21.0,42.0,68.0,7.0,12.0,12.0,12.0,,7.0,,,8.0,3.0,,1.0,11.0,,9.0,,2.0,1.0,0.0,1.0,2.0,3.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
1.0,enemies,13,24.0,12.0,40.0,61.0,8.0,13.0,9.0,13.0,,8.0,,,11.0,1.0,,1.0,9.0,,11.0,,,2.0,0.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
2.0,enemies,22,30.0,12.0,61.0,40.0,9.0,22.0,10.0,22.0,,8.0,1.0,,18.0,1.0,,3.0,8.0,1.0,18.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
3.0,enemies,13,13.0,11.0,34.0,86.0,10.0,13.0,13.0,13.0,1.0,7.0,1.0,1.0,5.0,4.0,1.0,3.0,11.0,1.0,10.0,,1.0,2.0,0.0,1.0,2.0,3.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
4.0,enemies,12,13.0,21.0,39.0,60.0,10.0,12.0,10.0,12.0,,10.0,,,8.0,1.0,1.0,2.0,8.0,1.0,10.0,1.0,1.0,,0.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
5.0,enemies,30,45.0,26.0,53.0,42.0,16.0,30.0,10.0,30.0,1.0,13.0,1.0,1.0,24.0,2.0,3.0,1.0,7.0,2.0,23.0,2.0,4.0,1.0,0.0,1.0,2.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,
6.0,enemies,40,43.0,47.0,70.0,25.0,19.0,40.0,8.0,40.0,1.0,17.0,1.0,,29.0,3.0,5.0,3.0,7.0,,27.0,7.0,3.0,3.0,0.0,1.0,2.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,
7.0,enemies,24,27.0,9.0,65.0,30.0,8.0,24.0,8.0,24.0,,8.0,,,20.0,1.0,1.0,2.0,7.0,1.0,19.0,2.0,1.0,2.0,0.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
8.0,enemies,12,17.0,7.0,64.0,39.0,7.0,12.0,12.0,12.0,,5.0,1.0,1.0,7.0,3.0,1.0,1.0,10.0,1.0,11.0,,,1.0,0.0,1.0,2.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,
9.0,enemies,15,8.0,4.0,67.0,31.0,7.0,15.0,15.0,15.0,1.0,4.0,2.0,,6.0,5.0,1.0,3.0,11.0,,13.0,,2.0,,0.0,1.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
10.0,enemies,37,53.0,32.0,77.0,16.0,15.0,37.0,8.0,37.0,1.0,10.0,3.0,1.0,32.0,1.0,2.0,2.0,5.0,,24.0,,6.0,7.0,0.0,1.0,2.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,
1.0,enemies,26,49.0,34.0,68.0,24.0,20.0,26.0,12.0,26.0,2.0,13.0,3.0,2.0,20.0,1.0,2.0,3.0,9.0,1.0,24.0,,1.0,1.0,0.0,1.0,2.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,
2.0,enemies,30,59.0,26.0,66.0,32.0,13.0,30.0,12.0,30.0,1.0,10.0,1.0,1.0,25.0,1.0,3.0,1.0,8.0,2.0,22.0,3.0,5.0,,0.0,1.0,2.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,
3.0,enemies,13,22.0,23.0,60.0,45.0,7.0,13.0,13.0,13.0,1.0,6.0,,,10.0,1.0,2.0,,9.0,1.0,9.0,2.0,,2.0,0.0,1.0,2.0,3.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,
4.0,enemies,14,23.0,38.0,56.0,54.0,7.0,14.0,14.0,14.0,,5.0,1.0,1.0,10.0,1.0,,3.0,10.0,2.0,13.0,,1.0,,0.0,1.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
5.0,enemies,14,25.0,15.0,58.0,47.0,9.0,14.0,14.0,14.0,1.0,8.0,,,9.0,1.0,2.0,2.0,8.0,2.0,10.0,1.0,3.0,,0.0,1.0,2.0,3.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
6.0,enemies,15,24.0,18.0,58.0,39.0,11.0,15.0,15.0,15.0,1.0,7.0,2.0,1.0,11.0,2.0,2.0,,10.0,1.0,11.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
7.0,enemies,12,26.0,19.0,56.0,52.0,7.0,12.0,12.0,12.0,,6.0,,1.0,11.0,1.0,,,12.0,,11.0,,1.0,,0.0,1.0,2.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,
8.0,enemies,15,6.0,28.0,45.0,68.0,9.0,15.0,15.0,15.0,,9.0,,,13.0,,2.0,,9.0,1.0,13.0,,2.0,,0.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
9.0,enemies,13,30.0,7.0,66.0,33.0,9.0,13.0,13.0,13.0,,4.0,3.0,2.0,12.0,,,1.0,11.0,,10.0,,,3.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10.0,enemies,13,24.0,15.0,58.0,55.0,8.0,13.0,13.0,13.0,1.0,7.0,,,11.0,1.0,1.0,,11.0,1.0,9.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
11.0,enemies,20,35.0,20.0,49.0,44.0,9.0,20.0,17.0,20.0,,8.0,,1.0,17.0,,1.0,2.0,13.0,2.0,15.0,3.0,,2.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12.0,enemies,16,24.0,7.0,63.0,35.0,9.0,16.0,16.0,16.0,4.0,3.0,1.0,1.0,12.0,,3.0,1.0,10.0,3.0,11.0,1.0,3.0,1.0,0.0,1.0,2.0,3.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,
13.0,enemies,11,24.0,16.0,39.0,59.0,6.0,11.0,11.0,11.0,1.0,4.0,,1.0,10.0,,,1.0,10.0,1.0,10.0,,,1.0,0.0,1.0,2.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,
14.0,enemies,14,13.0,14.0,54.0,55.0,10.0,14.0,14.0,14.0,2.0,7.0,,1.0,10.0,1.0,1.0,2.0,11.0,1.0,11.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
15.0,enemies,15,29.0,8.0,53.0,46.0,9.0,15.0,15.0,15.0,1.0,6.0,,2.0,11.0,1.0,2.0,1.0,12.0,,15.0,,,,0.0,1.0,2.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
16.0,enemies,14,24.0,18.0,58.0,55.0,7.0,14.0,14.0,14.0,,6.0,,1.0,10.0,2.0,1.0,1.0,12.0,,9.0,2.0,3.0,,0.0,1.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
17.0,enemies,15,13.0,16.0,45.0,69.0,10.0,15.0,15.0,15.0,2.0,7.0,1.0,,6.0,5.0,4.0,,11.0,2.0,14.0,,1.0,,0.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
18.0,enemies,16,30.0,28.0,40.0,56.0,11.0,16.0,16.0,16.0,1.0,9.0,,1.0,12.0,2.0,,2.0,10.0,4.0,13.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
19.0,enemies,12,20.0,18.0,36.0,67.0,5.0,12.0,12.0,12.0,,5.0,,,9.0,1.0,2.0,,10.0,1.0,9.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
20.0,enemies,17,28.0,26.0,46.0,58.0,13.0,17.0,17.0,17.0,2.0,7.0,2.0,2.0,12.0,,2.0,3.0,11.0,1.0,15.0,1.0,,1.0,0.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
21.0,enemies,13,21.0,28.0,64.0,41.0,9.0,13.0,13.0,13.0,,9.0,,,11.0,1.0,,1.0,9.0,2.0,9.0,1.0,,3.0,0.0,1.0,2.0,3.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
22.0,enemies,11,27.0,,26.0,81.0,6.0,11.0,11.0,11.0,3.0,2.0,,1.0,9.0,1.0,1.0,,10.0,1.0,7.0,1.0,2.0,1.0,0.0,1.0,2.0,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
23.0,enemies,24,48.0,17.0,77.0,23.0,12.0,24.0,17.0,24.0,,10.0,1.0,1.0,18.0,3.0,2.0,1.0,12.0,2.0,19.0,1.0,3.0,1.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
24.0,enemies,10,9.0,15.0,18.0,103.0,8.0,10.0,10.0,10.0,1.0,6.0,1.0,,5.0,2.0,2.0,1.0,9.0,1.0,4.0,2.0,4.0,,0.0,1.0,2.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,
25.0,enemies,24,43.0,33.0,65.0,40.0,12.0,24.0,13.0,24.0,1.0,10.0,,1.0,21.0,2.0,1.0,,12.0,,19.0,3.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
26.0,enemies,12,18.0,25.0,29.0,81.0,9.0,12.0,12.0,12.0,,8.0,,1.0,9.0,,,3.0,9.0,2.0,8.0,2.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
27.0,enemies,13,25.0,17.0,49.0,52.0,11.0,13.0,13.0,13.0,3.0,8.0,,,11.0,2.0,,,9.0,2.0,10.0,1.0,,2.0,0.0,1.0,2.0,3.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,
28.0,enemies,19,25.0,19.0,33.0,78.0,9.0,19.0,19.0,19.0,1.0,7.0,,1.0,12.0,,2.0,5.0,15.0,,11.0,2.0,2.0,4.0,0.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
29.0,enemies,13,12.0,23.0,58.0,66.0,7.0,13.0,13.0,13.0,1.0,5.0,,1.0,10.0,,2.0,1.0,8.0,3.0,9.0,,2.0,2.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
30.0,enemies,14,26.0,13.0,37.0,55.0,8.0,14.0,14.0,14.0,,6.0,1.0,1.0,11.0,1.0,1.0,1.0,12.0,2.0,10.0,3.0,,1.0,0.0,1.0,2.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,
31.0,enemies,12,11.0,14.0,37.0,62.0,4.0,12.0,12.0,12.0,,4.0,,,11.0,1.0,,,9.0,3.0,7.0,2.0,1.0,2.0,0.0,1.0,2.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,
32.0,enemies,19,36.0,2.0,65.0,44.0,10.0,19.0,14.0,19.0,1.0,8.0,,1.0,17.0,2.0,,,10.0,1.0,17.0,1.0,1.0,,0.0,1.0,2.0,3.0,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
33.0,enemies,13,22.0,9.0,47.0,59.0,7.0,13.0,13.0,13.0,,7.0,,,8.0,1.0,2.0,2.0,13.0,,10.0,,2.0,1.0,0.0,1.0,2.0,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
34.0,enemies,9,8.0,15.0,31.0,76.0,4.0,9.0,9.0,9.0,,3.0,,1.0,6.0,2.0,1.0,,8.0,,8.0,,1.0,,0.0,1.0,2.0,3.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
35.0,enemies,20,35.0,31.0,67.0,33.0,12.0,20.0,10.0,20.0,,11.0,1.0,,17.0,2.0,1.0,,7.0,,13.0,4.0,1.0,2.0,0.0,1.0,2.0,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,
36.0,enemies,10,13.0,39.0,34.0,73.0,6.0,10.0,10.0,10.0,,6.0,,,6.0,2.0,,2.0,9.0,,7.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
37.0,enemies,13,5.0,19.0,73.0,42.0,9.0,13.0,13.0,13.0,,9.0,,,9.0,1.0,2.0,1.0,9.0,,11.0,1.0,,1.0,0.0,1.0,2.0,3.0,4.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
38.0,party,28,45.0,58.0,54.0,22.0,25.0,28.0,15.0,28.0,2.0,15.0,6.0,2.0,24.0,1.0,1.0,2.0,13.0,,16.0,5.0,1.0,6.0,0.0,1.0,2.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,
39.0,enemies,20,35.0,9.0,67.0,33.0,8.0,20.0,9.0,20.0,2.0,4.0,2.0,,18.0,,1.0,1.0,8.0,,17.0,,2.0,1.0,0.0,1.0,2.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
40.0,enemies,10,12.0,28.0,50.0,44.0,6.0,10.0,10.0,10.0,,6.0,,,9.0,1.0,,,9.0,1.0,8.0,,2.0,,0.0,1.0,2.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,
41.0,enemies,15,14.0,22.0,59.0,46.0,10.0,15.0,15.0,15.0,,9.0,1.0,,10.0,1.0,2.0,2.0,10.0,1.0,11.0,,2.0,2.0,0.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
42.0,enemies,21,27.0,36.0,71.0,21.0,11.0,21.0,12.0,21.0,,8.0,2.0,1.0,13.0,2.0,4.0,2.0,11.0,1.0,18.0,,2.0,1.0,0.0,1.0,2.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,
43.0,enemies,8,8.0,17.0,10.0,88.0,6.0,8.0,8.0,8.0,,4.0,,2.0,6.0,1.0,1.0,,7.0,,5.0,,2.0,1.0,0.0,1.0,2.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
44.0,enemies,17,16.0,16.0,51.0,49.0,11.0,17.0,17.0,17.0,,7.0,3.0,1.0,16.0,,,1.0,16.0,,14.0,1.0,,2.0,0.0,1.0,2.0,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
45.0,enemies,9,8.0,6.0,54.0,49.0,5.0,9.0,9.0,9.0,,3.0,2.0,,8.0,,1.0,,8.0,,7.0,1.0,,1.0,0.0,1.0,2.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
46.0,enemies,21,35.0,34.0,74.0,22.0,14.0,21.0,12.0,21.0,,10.0,3.0,1.0,16.0,1.0,1.0,3.0,10.0,1.0,21.0,,,,0.0,1.0,2.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,
47.0,enemies,17,29.0,8.0,52.0,74.0,7.0,17.0,17.0,17.0,,5.0,,2.0,12.0,4.0,,1.0,15.0,2.0,10.0,2.0,4.0,1.0,0.0,1.0,2.0,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
48.0,enemies,17,15.0,12.0,43.0,62.0,11.0,17.0,17.0,17.0,2.0,6.0,1.0,2.0,12.0,1.0,1.0,3.0,13.0,1.0,11.0,2.0,3.0,1.0,0.0,1.0,2.0,3.0,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
49.0,enemies,36,63.0,36.0,64.0,35.0,15.0,36.0,13.0,36.0,1.0,14.0,,,30.0,,2.0,4.0,11.0,1.0,27.0,4.0,1.0,4.0,0.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
50.0,enemies,7,4.0,17.0,30.0,61.0,3.0,7.0,7.0,7.0,,3.0,,,7.0,,,,6.0,1.0,5.0,1.0,,1.0,0.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
51.0,enemies,32,40.0,23.0,84.0,21.0,14.0,32.0,14.0,32.0,,10.0,3.0,1.0,26.0,3.0,3.0,,9.0,2.0,28.0,3.0,1.0,,0.0,1.0,2.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
52.0,enemies,14,14.0,26.0,63.0,41.0,12.0,14.0,14.0,14.0,,10.0,2.0,,12.0,2.0,,,13.0,,7.0,2.0,,5.0,0.0,1.0,2.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
53.0,enemies,9,10.0,15.0,57.0,39.0,6.0,9.0,9.0,9.0,1.0,4.0,,1.0,6.0,,2.0,1.0,6.0,1.0,8.0,,,1.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
54.0,enemies,16,22.0,14.0,18.0,78.0,5.0,16.0,16.0,16.0,,3.0,1.0,1.0,12.0,1.0,2.0,1.0,13.0,2.0,9.0,2.0,1.0,4.0,0.0,1.0,2.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,
55.0,enemies,15,29.0,17.0,49.0,48.0,8.0,15.0,15.0,15.0,,7.0,,1.0,13.0,1.0,1.0,,11.0,1.0,12.0,1.0,2.0,,0.0,1.0,2.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
56.0,enemies,14,21.0,21.0,71.0,37.0,9.0,14.0,14.0,14.0,,7.0,,2.0,13.0,,1.0,,9.0,1.0,10.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
57.0,enemies,12,21.0,21.0,39.0,60.0,7.0,12.0,12.0,12.0,,7.0,,,9.0,,2.0,1.0,11.0,,8.0,1.0,3.0,,0.0,1.0,2.0,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
58.0,enemies,12,26.0,10.0,39.0,69.0,8.0,12.0,12.0,12.0,2.0,6.0,,,9.0,1.0,,2.0,10.0,1.0,9.0,1.0,,2.0,0.0,1.0,2.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
59.0,enemies,13,31.0,20.0,36.0,74.0,9.0,13.0,13.0,13.0,,7.0,1.0,1.0,8.0,2.0,2.0,1.0,9.0,2.0,11.0,1.0,,1.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
60.0,enemies,13,30.0,16.0,39.0,61.0,6.0,13.0,13.0,13.0,,5.0,,1.0,12.0,,1.0,,12.0,,8.0,2.0,1.0,2.0,0.0,1.0,2.0,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
61.0,enemies,10,,23.0,28.0,70.0,6.0,10.0,10.0,10.0,,6.0,,,7.0,1.0,1.0,1.0,9.0,1.0,8.0,1.0,,1.0,0.0,1.0,2.0,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
